Account ID,Account Name,Restaurant Street,Restaurant City/Suburb,Restaurant Postcode,Restaurant State,Country,Own Website
0019000001GsAnO,Himalayas Restaurant,830A Colombo St st,Christchurch,,NZ,New Zealand,himalayas.co.nz
0019000001GsAnP,"Pizza King Restaurant, Takeaways & Deliveries",61-63  Taranaki Street,Wellington,,NZ,New Zealand,pizzaking.co.nz
0019000001GsAnQ,Tipparost Thai Restaurant - Papakura,59 O'Shannessey st,Papakura,,NZ,New Zealand,tipparostthai.co.nz
0019000001GsAnR,Raviz Indian Cusine - Eden Terrace,15 Mt Eden rd,Eden Terrace,,NZ,New Zealand,
0019000001GsAnS,India Express Takeaways & Deliveries,263 Dominion rd,Mt Eden,,NZ,New Zealand,indiaexpress.co.nz
0019000001GsAnT,Abalone Thai Restaurant,129  Farrington ave,Bishopdale,,NZ,New Zealand,
0019000001GsAnU,Jaan Mediterranean Cafe & Takeaway,505  New North  rd,Kingsland,1021,NZ,New Zealand,jaan.co.nz
0019000001GsAnV,Khyber Tandoori Indian Restaurant - Grafton,19 Khyber Pass  Road,Grafton / Auckland,1023,NZ,New Zealand,khybertandoori.co.nz
0019000001GsAnW,Bona Pizzeria - Ponsonby,"A, 286 Ponsonby rd",Ponsonby,,NZ,New Zealand,bonapizzeria.co.nz
0019000001GsAnX,Rangoli Indian & Chinese Cuisine,317 Tie Rakau drv,East Tamaki,,NZ,New Zealand,rangoliindian.co.nz
0019000001GsAnY,Curry Village - St Heliers,"3, 429 Tamaki drv",St Heliers,1071,NZ,New Zealand,curryvillagestheliers.co.nz
0019000001GsAtY,Satya South Indian Restaurant - Ponsonby,17 Great North Road,Ponsonby / Auckland,1021,NZ,New Zealand,satya.co.nz
0019000001GsAtZ,Satya South Indian Restaurant - K-Road,271 Karangahape rd,Auckland CBD,,NZ,New Zealand,satya.co.nz
0019000001GsAta,Swagat Indian Cuisine - Glenfield,"A, 31 Link drv",Glenfield,,NZ,New Zealand,swagat.co.nz
0019000001GsAtb,Rangoli Authentic Indian Cuisine - Paraparaumu,127 Kapiti rd,Paraparaumu - Kapiti Coast,,NZ,New Zealand,rangoli.co.nz
0019000001GsAtc,Rangoli Authentic Indian Cuisine - Levin,257-259 Oxford st,Levin,,NZ,New Zealand,rangoli.co.nz
0019000001GsAtd,Pizza Fresco - Gourmet Pizza & Pasta - Auckland CBD,"1, 30 Beach rd",Auckland CBD,,NZ,New Zealand,pizzafresco.co.nz
0019000001GsAte,Babas Curry Cafe - Orewa,1st Floor 1 Alice Avenue,Orewa,,NZ,New Zealand,
0019000001GsAtf,Cuisine India - Glenfield,112 Chivalry rd,Glenfield,,NZ,New Zealand,cuisineindia.co.nz
0019000001GsAtg,ET Pizza,152 Allum st,Kohimarama,,NZ,New Zealand,etpizza.co.nz
0019000001GsAth,Courtenay Taj Restaurant - Te Aro,"3, 25-29 Courtney pl",Wellington,,NZ,New Zealand,courtenaytaj.com
0019000001GsAwA,Shiraz Indian Restaurant & Takeaways - Kamo,571 Kamo rd,Kamo?,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwB,Shiraz Indian Restaurant & Takeaways - Dargaville,17 Hokianga Road,Dargaville,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwC,Shiraz Indian Restaurant & Takeaways - Dargaville (Lunch Only),17 Hokianga Road,Dargaville,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwD,Shiraz Indian Restaurant & Takeaways - Whangarei CBD,58 Walton Street,Whangarei? CBD,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwE,Shiraz Indian Restaurant & Takeaways - Whangarei CBD (Lunch Only),58 Walton Street,Whangarei? CBD,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwF,Shiraz Indian Restaurant & Takeaways - Kamo (Lunch Only),571 Kamo Road,Kamo?,,NZ,New Zealand,shiraz-nz.co.nz
0019000001GsAwG,Taj of India Takeaways & Deliveries,270 Stanmore Road,Richmond - CHRI,8013,NZ,New Zealand,tajofindia.webs.com
0019000001GsAwH,Taj of India - Lunch Time Deliveries,270 Stanmore Road,Richmond - CHRI,8013,NZ,New Zealand,tajofindia.webs.com
0019000001GsAwI,"U-Thai Restaurant, Takeaway & Delivery",477 Khyber Pass Road,Newmarket,1011,NZ,New Zealand,uthai.co.nz
0019000001GsAwJ,Dum Mast,44 Fortunes rd,Pakuranga,,NZ,New Zealand,dummast.co.nz
0019000001GsAyd,Tuk Tuk Thai - Thai & European Takeaway & Delivery - Te Atatu South,104 McLeod  rd,Te Atatu South,610,NZ,New Zealand,tuktukthai.co.nz
0019000001GsAye,Star Kebab - Auckland CBD,350 Queen  st,Auckland CBD,,NZ,New Zealand,starkebabs.co.nz
0019000001GsAyf,Sushi Rushi - (On a Break Cafe) - Takanini,A/325 Great South rd,Takanini - AUCK,,NZ,New Zealand,sushirushi.co.nz
0019000001GsAyg,Tuk Tuk Thai - Lunch Time Only Takeaway & Delivery - Te Atatu South,104 McLeod Road,Te Atatu South,610,NZ,New Zealand,tuktukthai.co.nz
0019000001GsAyh,Tropicana Cafe Pizza & Burgers Takeaway & Delivery,3/5 Scotia place C/O Ascotia of Queen,Auckland CBD,,NZ,New Zealand,tropicanacafe.co.nz
0019000001GsAyi,Ivory Indian (Online $10.00 Specials) Mon - Wed Only,104 Customs Street,Auckland CBD,,NZ,New Zealand,the-ivory.co.nz
0019000001GsAyj,India Garden Big Wednesday $12 Curry Night - Dunedin CBD,10 Hanover Street,Dunedin CBD,,NZ,New Zealand,indiagardendunedin.co.nz
0019000001GsAyk,India Garden Lunch Time Only - Dunedin CBD,10 Hanover Street,Dunedin CBD,,NZ,New Zealand,indiagardendunedin.co.nz
0019000001GsAyl,Eat Box Delivery - Japanese & Sushi - Auckland CBD,6/350 Queen st,Auckland CBD,,NZ,New Zealand,eatboxdelivery.co.nz
0019000001GsAym,Ginger Indian Lunch Time Delivery - Howick,14 Moore Street,Howick,,NZ,New Zealand,gingerindian.co.nz
0019000001GsAnZ,Nickies Restaurant - Parnell,34 Broadway,Newmarket,,NZ,New Zealand,time2dine.co.nz
0019000001GsAna,Mirchi's Fine Indian Cuisine Restaurant,"Shop 1 & 2,Royal Heights Shopping Centre",Massey,,NZ,New Zealand,mirchis.co.nz
0019000001GsAnb,"Raviz Indian Cuisine, Takeaways & Deliveries - Ellerslie",120 Main Highway,Ellerslie,1051,NZ,New Zealand,ravizellerslie.co.nz
0019000001GsAnc,Raviz Indian Cuisine - Hobson Street - Auckland CBD,61A Hobson Street,Auckland CBD,1010,NZ,New Zealand,raviz.co.nz
0019000001GsAnd,Raviz Indian Cuisine - Botany Downs,42A/ 277 Te Irrirangi Drive,Botany Downs,,NZ,New Zealand,raviz.co.nz
0019000001GsAne,Banana Leaf Malaysian Restaurant & Takeaway - Raumati Beach,346 Rosetta rd,Raumati Beach,,NZ,New Zealand,bananaleaf.co.nz
0019000001GsAnf,Ming Du Chinese,143 Karori Rd,Karori,6012,Wellington,New Zealand,mingduchinese.co.nz
0019000001GsAng,Thai Classic - Ponsonby,282 Ponsonby rd,Ponsonby,,NZ,New Zealand,thaiclassic.co.nz
0019000001GsAnh,Dosa Plaza - Mt Roskill,875 Dominion rd,Mt Roskill,,NZ,New Zealand,dosaplaza.co.nz
0019000001GsAni,Chaska Punja Da - Indian Restaurant Sweets & Snacks & Catering,62B Atkinson ave,Otahuhu,,NZ,New Zealand,chaskasweetandsnacks.co.nz
0019000001GsAti,Plimmerton Taj Indian Restaurant,8 Steyne ave,Porirua,,NZ,New Zealand,courtenaytaj.com
0019000001GsAtj,Mt Eden Village Fish Shop Takeaways & Deliveries,438 Mt Eden Rd,Mt Eden,,NZ,New Zealand,mtedenvillagefishshop.co.nz
0019000001GsAtk,Habitual Fix on Beaumont Street,120 Beaumont Street,Viaduct,,NZ,New Zealand,habitualfixbeaumont.co.nz
0019000001GsAtl,Habitual Fix @ Sylvia Park,"Food Court, 286 Mt Wellington Highway (Sylvia Park Shopping Centre)",Mt Wellington,,NZ,New Zealand,habitualfixsylviapark.co.nz
0019000001GsAtm,Habitual Fix @ The Civic,287 Queen st,Auckland CBD,,NZ,New Zealand,habitualfix.co.nz
0019000001GsAtn,Habitual Fix Fresh Food Addicts - Takapuna,484 Lake rd,Takapuna,,NZ,New Zealand,habitualfix.co.nz
0019000001GsAto,Doon Masala Fine Indian Cuisine,332 Mahurangi East Road,Snells Beach,920,NZ,New Zealand,thaiaroma.co.nz
0019000001GsAtp,Saffron Fine Indian Cuisine - Ponsonby,31 Ponsonbt Rd,Ponsonby,,NZ,New Zealand,saffronindianrestaurant.co.nz
0019000001GsAtq,Dosa Plaza - Bontany Downs,227 Te Irirangi Dr,Botany Downs,,NZ,New Zealand,
0019000001GsAtr,Curry Sutra - Beach Haven,7 Sunnyhaven ave,Beach Haven,,NZ,New Zealand,currysutra.co.nz
0019000001GsAwK,Raviz Indian Cuisine Online Specials - Botany Downs,42A/ 277 Te Irrirangi Drive,Botany Downs,,NZ,New Zealand,raviz.co.nz
0019000001GsAwL,Reev's Kitchen Blockhouse Bay,97 Dundale ave,Blockhouse Bay,,NZ,New Zealand,reev.co.nz
0019000001GsAwM,Curry Time Indian Takeaways - Wainuiomata,2 Queens st,Wainuiomata,,NZ,New Zealand,currytimetakeaways.co.nz
0019000001GsAwN,Select Pizza Home Delivery - Manurewa,11 Weymouth rd,Manurewa,,NZ,New Zealand,selectpizza.co.nz
0019000001GsAwO,Chaits Indian Tapas & Restaurant,"3, 162 Harbour Village drive",Gulf Harbour,930,NZ,New Zealand,chaits.co.nz
0019000001GsAwP,Noor Indian Restaurant & Sweets Papakura,1 Elliot st,Papakura,,NZ,New Zealand,
0019000001GsAwQ,Curry's Zaika - Johnsonville,114 Johnsonville rd,Johnsonville,,NZ,New Zealand,curryzaika.co.nz
0019000001GsAwR,The Pizza Spot - Howick,"3, 35 Cook st",Howick,,NZ,New Zealand,pizzaspot.co.nz
0019000001GsAwS,Thong Thai - Howick,10 Moore st,Howick,,NZ,New Zealand,
0019000001GsAwT,The Pizza Spot - Panmure,"3, 100 Queens rd",Panmure,,NZ,New Zealand,pizzaspot.co.nz
0019000001GsAwU,Fusion at Karapiro - Lake Karapiro,401 Ariki st,Lake karapiro - Waikato,,NZ,New Zealand,
0019000001GsAyn,Ginger Indian ($10.00 Mon - Wed) Specials - Howick,14 Moore Street,Howick,,NZ,New Zealand,gingerindian.co.nz
0019000001GsAyo,Sangeet Indian (All Mains $10.00) Mon - Wed Only,736 Great South Road,Manukau,,NZ,New Zealand,sangeet.co.nz
0019000001GsAyp,Curry of India Takeaways & Deliveries - Devonport (Lunch Only),B/71 Lake Road,Devonport,,NZ,New Zealand,curryofindia.co.nz
0019000001GsAyq,The Curry Village (Lunch Time Delivery),161 Hillsborough rd,Hillsborough,,NZ,New Zealand,thecurryvillage.co.nz
0019000001GsAyr,Jashan ($10.00 Specials Tues-Wed-Thurs Only),557 Mt Albert Road,Three Kings,,NZ,New Zealand,Jashan.co.nz
0019000001GsAys,Chaahat $10.00 Specials (Mon - Wed Only),"3, 583 Manukau rd",Epsom,,NZ,New Zealand,chaahat.co.nz
0019000001GsAyt,Pla Thong Thai Restaurant & Takeaways,609 Mt Eden Road,Mt Eden,,NZ,New Zealand,plathong.co.nz
0019000001GsAyu,A-Rice Chinese Fastfood Delivery - Auckland CBD,16/350 Queen st,Auckland CBD,1010,NZ,New Zealand,aricechinese.co.nz
0019000001GsAyv,Bombay Masala Authentic Indian Restaurant - Palmerston North,127 Botanical Road,Palmerston North CBD,,NZ,New Zealand,bombaymasala.co.nz
0019000001GsAyw,Crust Pizza Express- Auckland CBD,"13, 350 Queen Street",Auckland CBD,,NZ,New Zealand,crustpizzaexpress.co.nz
0019000001GsAnj,Tulsi Contemporary Indian Cuisine - Petone,304  Jackson  st,Petone,,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAnk,Buffalo Grill and Pizza _ Takapuna,3 Northcroft Street,Takapuna,,NZ,New Zealand,buffalobarandgrill.co.nz
0019000001GsAnl,Mamas Italian Kitchen,"A, 137 137A Richmond Road",Grey Lynn / Auckland,1000,NZ,New Zealand,mamasitaliankitchen.co.nz
0019000001GsAnm,Kohinoor Indian Cuisine - Albany,7/227 Old Albany Village,Albany,,NZ,New Zealand,kohinoorindiancuisine.co.nz
0019000001GsAnn,Punjabi Kitchen - Manukau Heights,"2, 70 Everglade drv",Manukau Heights,,NZ,New Zealand,punjabikitchenmanukau.co.nz
0019000001GsAno,Yellow Chili Indian Restaurant,204 Jervois Rd,Herne Bay,,NZ,New Zealand,yellowchili.co.nz
0019000001GsAnp,The Mint Indian & Malaysian - Te Aro - Wellington,18-24  Allen  st,Te Aro,,NZ,New Zealand,themint.co.nz
0019000001GsAnq,"Rajwadi Authentic Indian Cuisine - Delivery, Takeaway & Dine In",1222 Dominion rd,Mt Roskill,,NZ,New Zealand,rajwadi.co.nz
0019000001GsAnr,Rempah Malaysia Takeaways - Miramar,4 Park rd,Miramar,,NZ,New Zealand,rempah.co.nz
0019000001GsAns,Satya South Indian Restaurant - Sandringham,515 Sandringham rd,Sandringham,1025,NZ,New Zealand,satya.co.nz
0019000001GsAts,Empress of India - Grey Lynn,2 Surrey Crescent,Grey Lynn,,NZ,New Zealand,empressofindia.co.nz
0019000001GsAtt,Sigdi Authentic Indian Cuisine - Devonport,161 Victoria st,Devonport,,NZ,New Zealand,sigdi.co.nz
0019000001GsAtu,Lil'e Roma Wood Fired Pizza,359 Onehunga Mall,Onehunga,1061,NZ,New Zealand,lileroma.co.nz
0019000001GsAtv,Kebabs on Queen - Newmarket,12 Remuera Road,Newmarket,,NZ,New Zealand,kebabsonqueen.co.nz
0019000001GsAtw,Pizza Palace & Indian Curry House - Halal,CNR Princess Street & Atkinson Avenue,Otahuhu,,NZ,New Zealand,
0019000001GsAtx,Golden Silk Authentic Thai Restaurant - Albany,"2A, 372 Rosedale Road (Cnr William Pickering Drive)",Albany,,NZ,New Zealand,
0019000001GsAty,Yellow Chilli - Kelburn,92 Upland rd,Kelburn,,NZ,New Zealand,yellowchilli.co.nz
0019000001GsAtz,Little India - Tauranga,113  The Strand,Tauranga,,NZ,New Zealand,littleindia.co.nz
0019000001GsAu0,Tandoori Bite - Warkworth,Queen St,Warkworth,,NZ,New Zealand,tandooribite.co.nz
0019000001GsAu1,Madly Indian - Keri Keri,342 Keri Keri Rd,Kerikeri,,NZ,New Zealand,madlyindiankerikeri.co.nz
0019000001GsAtD,Rempah Foods Ltd - Wholesale,"2, 73 MIRIMAR AVENUE MIRIMAR",Miramar,,NZ,New Zealand,
0019000001GsAtE,Indus Restaurant & Bar - Thorndon,230 Tinakori rd,Thorndon,,NZ,New Zealand,indusrestaurant.co.nz
0019000001GsAtF,Sweets@Indian Flame,53 Cavindish Drive,Manukau,,NZ,New Zealand,
0019000001GsAtG,Masala Cafe & Bar - Wellington,2-12 Allen Street,Wellington,,NZ,New Zealand,masalaindiancafe.co.nz
0019000001GsAtH,Spice Traders - Lower Hutt,"237, Westfield Queensgate CNR Queens Drive and Bunny Street",Lower Hutt,,NZ,New Zealand,spicetraders.co.nz
0019000001GsAtI,Spice Traders - Johnsonville,36 Johnsonville Road,Johnsonville,,NZ,New Zealand,spicetraders.co.nz
0019000001GsAtJ,Delhi Bistro - Trentham - Upper Hutt,59 Merton st,Trentham,,NZ,New Zealand,delhibistro.co.nz
0019000001GsAtK,Indus Restaurant & Takeaways (Lunch Time Specials),230 Tinakori rd,Thorndon,,NZ,New Zealand,indusrestaurant.co.nz
0019000001GsAtL,Tulsi Indian - Wholesale,11 Caine  st,Rongotai,,NZ,New Zealand,tulsiindian.co.nz
0019000001GsAtM,Shaan Indian & Pizza,"3, 56 Priestly Drive",Bucklands Beach,2014,NZ,New Zealand,shaanpizza.co.nz
0019000001GsAtN,"Masala Indian Restaurant, Takeaways & Deliveries - Mt Eden",510 Mt Eden Road,Mt Eden,1024,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAyx,Indomex Indian & Mexican Restaurant,16 Dunrobin  pl,Highland Park,,NZ,New Zealand,indo-mex.co.nz
0019000001GsAyy,Curry Pot South Indian Restaurant & Takeaway,200-202 Jackson Street,Petone,5012,NZ,New Zealand,currypotsouthindian.co.nz
0019000001GsAyz,Eat Indian Takeaways - Glenfield,18/23 Link Drive (Delicious Link Food Court),Wairau Park,,NZ,New Zealand,eatindiantakeaways.co.nz
0019000001GsAz0,Mr India Restaurant & Takeaways - Northcote,31 Northcote rd,Northcote - AUCK,,NZ,New Zealand,mr-india.co.nz
0019000001GsAz1,Mangal Indian Restaurant - Morningside,65 Sandringham rd,Morningside,,NZ,New Zealand,mangalindian.co.nz
0019000001GsAz2,Thai Silver - Herne Bay,186 Jervois rd,Herne Bay,,NZ,New Zealand,thaisilver.co.nz
0019000001GsAz3,St Pierres Sushi - Downtown Auckland CBD,"552, 11 - 27 Dowtown Shopping Centre - Customs Street",Auckland CBD,,NZ,New Zealand,stpierres.co.nz
0019000001GsAz4,Oporto Fresh Grilled Chicken & Burgers - Sylvia Park,286 Mt Wellington Highway - Sylvia Park Shopping Centre,Mt Wellington,1060,NZ,New Zealand,oporto.co.nz
0019000001GsAz5,Oporto Fresh Grilled Chicken & Burgers - Lynn Mall,3058 Great North Road - LynnMall Shopping  cntr,New Lynn,,NZ,New Zealand,oporto.co.nz
0019000001GsAz6,Oporto Fresh Grilled Chicken & Burgers - Henderson,151 Lincoln rd,Henderson,,NZ,New Zealand,oporto.co.nz
0019000001GsAnt,Mae Glong Thai Restaurant - Epsom,468 Manukau rd,Epsom,,NZ,New Zealand,maeglong.co.nz
0019000001GsAnu,Punjabi By Nature Indian Restaurant & Takeaways - Grey Lynn,"6A, 280 Richmond rd",Grey Lynn,,NZ,New Zealand,punjabibynature.co.nz
0019000001GsAnv,Shor Bazaar Indian Kitchen & Bar - Lynfield,"B, 574 Hillsborough rd",Lynfield,,NZ,New Zealand,shorbazaar.co.nz
0019000001GsAnw,Bolliwood Indian Takeaways & Deliveries - Ponsonby,110 Ponsonby rd,Ponsonby,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAnx,Dosa Plaza Imax Building Auckland CBD,291 Queen st,Auckland CBD,,NZ,New Zealand,dosaplaza.co.nz
0019000001GsAny,Akbar Durbar Indian Takeaway,51-61 Hobson rd,Auckland CBD,,NZ,New Zealand,akbardurbar.co.nz
0019000001GsAnz,Urban Sizzlers Takeaways & Deliveries,83 Anzac ave,Auckland CBD,1010,NZ,New Zealand,urbansizzlers.co.nz
0019000001GsAo0,India Gate Fine Indian Dining - Epsom,"Level 1, 380 Manukau Road",Epsom,,NZ,New Zealand,indiagaterestaurant.co.nz
0019000001GsAo1,Indian Affair Indian Restaurant & Takeaways - Taupo CBD,34 Tuwharetoa Street (Cnr Ruapehu and Tuwharetoa Street),Taupo Central,,NZ,New Zealand,indianaffair.co.nz
0019000001GsAo2,Kairali South Indian Restaurant,"1, 754 Manukau  rd",Royal Oak,1023,NZ,New Zealand,kairali.co.nz
0019000001GsAu2,Symonds Indian - Grafton,"8, 160 Symonds St",Eden Terrace,,NZ,New Zealand,symondsindian.co.nz
0019000001GsAu3,Simply Kebabs - Tauranga,443 Cameron Rd,Tauranga,3110,NZ,New Zealand,simplykebabs.co.nz
0019000001GsAu4,India Gate Fine Indian Dining - Specials,"Level 1, 380 Manukau Road",Epsom,,NZ,New Zealand,indiagatedunedin.co.nz
0019000001GsAu5,Curry's Zaika - Tawa,174 Main Rd,Tawa,,NZ,New Zealand,curryzaika.co.nz
0019000001GsAu6,Bolliwood Indian Takeaways & Deliveries - Browns Bay,8 Anzac Rd,Browns Bay,,NZ,New Zealand,bolliwood.co.nz
0019000001GsAu7,Dunkin Donuts - Botany,"The Hub Botany Downs, Ti Rakau Drive",Botany Downs,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAu8,Dunkin Donuts - Auckland Airport,Lennard Issit Drive,Auckland Airport,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAu9,Dunkin Donuts - Glenfield,"Westfield Mall, Cnr Glenfield Rd & Downing St",Glenfield,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuA,Dunkin Donuts - Lincoln North,"Lincoln North Shopping Centre, Lincoln Road",Lincoln North,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuB,Dunkin Donuts - Manukau,"Manukau Supa Centa, 55 Lambie Drive",Manukau,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuC,Dunkin Donuts - Mt Wellington,"65 Lunn Ave, Stonelands",Mt Wellington,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAwV,Thai Thani 2 - Tauranga,15 Wharf st,Tauranga,,NZ,New Zealand,thaithani.co.nz
0019000001GsAwW,The Indian Kitchen Online Specials (Sun - Thur) - Howick,"2A, 43 Cook st",Howick,,NZ,New Zealand,tik.co.nz
0019000001GsAwX,Olives Pizza & Pitas Takeaways & Deliveries - Mt Eden,458 Dominion rd,Mt Eden,,NZ,New Zealand,olivespizza.co.nz
0019000001GsAwY,Bollywood Stars Tandoori Restaurant - Gisborne,355 Gladstone Road,Gisborne CBD,,NZ,New Zealand,bollywoodrestaurant.co.nz
0019000001GsAwZ,Baba's Naan,"C8, 8 Henry Rose pl",Albany,,NZ,New Zealand,babasnaan.co.nz
0019000001GsAwa,Bombay Chinese - Auckland CBD,G/18 Queens crt,Auckland CBD,,NZ,New Zealand,bombaychinese.co.nz
0019000001GsAwb,Subway Restaurant - Papakura,160 Great South rd,Papakura,,NZ,New Zealand,subwaypapakura.co.nz
0019000001GsAwc,Spice Cuisine - Wairau Junction,"5, 170 Wairau Road (Wairau Junction)",Wairau Valley,,NZ,New Zealand,
0019000001GsAwd,Spice Cuisine - Wairau Junction (Lunch Only),"5, 170 Wairau Road (Wairau Junction)",Wairau Valley,,NZ,New Zealand,
0019000001GsAwe,Chang Thai Restaurant & Takeaways - Albany,44 William Pickering Drive,Albany,,NZ,New Zealand,newchangthai.co.nz
0019000001GsAz7,Oporto Fresh Grilled Chicken & Burgers - Mission Bay,33 - 35 Tamaki drv,Mission Bay,1071,NZ,New Zealand,oporto.co.nz
0019000001GsAz8,Oporto Fresh Grilled Chicken & Burgers - Palmerston North,"FCO2/84 Church Street, The Square, The Plaza",Palmerston North,,NZ,New Zealand,oporto.co.nz
0019000001GsAz9,Oporto Fresh Grilled Chicken & Burgers - Hamilton CBD,"FC09/501 Victoria Street,  Centre Place Shopping Centre",Hamilton,,NZ,New Zealand,oporto.co.nz
0019000001GsAzA,L & L Hawaiian Barbecue - Point Chevalier,4 - 6 Carrington rd,Pt Chevalier,,NZ,New Zealand,
0019000001GsAzB,Otto Woo Asian Fusion Takeaway & Delivery - Mission Bay,6 Patteson Avenue (Corner of Tamaki Drive),Mission Bay,,NZ,New Zealand,otto-woo.com
0019000001GsAzC,Pizza Nights Pizzeria - Cockle Bay,"B, 11 Litten Road",Cockle Bay,,NZ,New Zealand,pizzanights.co.nz
0019000001GsAzD,Mr Pizza - Dargaville,109 Victoria st,Dargaville,,NZ,New Zealand,mrpizza.co.nz
0019000001GsAzE,Mr Pizza - Kaitaia,42 Commerce st,Kaitaia,410,NZ,New Zealand,mrpizza.co.nz
0019000001GsAzF,Mr Pizza - Waipukurau,123 Ruataniwha  St,Waipukurau,4200,NZ,New Zealand,mrpizza.co.nz
0019000001GsAzG,Mithaiwala Indian Vegetarian Restaurant & Fine Art Confectionery,159 Great South Road,Manurewa,,NZ,New Zealand,mithaivegetarian.co.nz
0019000001GsAo3,Maharajas Dine In & Takeaways Halal,222 Great South rd,Otahuhu,,NZ,New Zealand,maharajashalal.co.nz
0019000001GsAo4,"Masala Indian Restaurant, Takeaways & Deliveries - Mission Bay",97a Tamaki Drive,Mission Bay,1071,NZ,New Zealand,masalarestaurants.co.nz
0019000001GsAo5,Ruang Thong Thai 2 - Thai Cuisine Newton,197 Symonds st,Newton,,NZ,New Zealand,ruangthongthai.co.nz
0019000001GsAo6,Sangeet Indian Cuisine,736 Great South rd,Manukau,,NZ,New Zealand,sangeet.co.nz
0019000001GsAo7,Lazeez Indian Takeaway - Manurewaa,"6, 214 Great South Road",Manurewa,,NZ,New Zealand,lazeezindiantakeaway.co.nz
0019000001GsAo8,Chill Out Thai Restaurant & Delivery,"12, 945a  New North rd",Mt Albert,,NZ,New Zealand,chilloutthai.co.nz
0019000001GsAo9,Ras Vatika Indian Vegetarian Cafe - Balmoral,596 Dominion Rd,Balmoral,1041,NZ,New Zealand,rasvatikavegetarian.co.nz
0019000001GsAoA,The Food Room - Ponsonby,250 Ponsonby rd,Ponsonby,1011,NZ,New Zealand,thefoodroom.co.nz
0019000001GsAoB,Royal Spice Indian Deliveries - Birkenhead,257 Hinemao  st,Birkenhead,,NZ,New Zealand,royalspice.co.nz
0019000001GsAoC,Pizza 2 Go - Everyone's Favourite,47 May Road,Mt Roskill,,NZ,New Zealand,pizza2go.co.nz
0019000001GsAoD,Ring A Rib - American Style Ribs,47 May Road,Mt Roskill,1041,NZ,New Zealand,ringarib.co.nz
0019000001GsAuD,Dunkin Donuts - St Lukes,"Foodcourt, Westfield, Mall, St Lukes Road",St Lukes,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuE,Dunkin Donuts - Westgate,Westgate Shopping Centre  Main Street,Massey,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuF,Dunkin Donuts - Te Awa The Base,State Highway,Te Rapa,,NZ,New Zealand,dunkindonuts.co.nz
0019000001GsAuG,Indoi Restaurant - Authentic Indian Cuisine,"A, 3 Short  st",Newmarket,,NZ,New Zealand,indoi.co.nz
0019000001GsAuH,EnSalada Live Healthy! - Downtown - Auckland CBD,11-19 Customs Street West - Westfield Downtown Mall,Auckland CBD,,NZ,New Zealand,ensalada.co.nz
0019000001GsAuI,Punjabi Kitchen (Lunch Time Delivery),"2, 70 Everglade Drive",Manukau Heights,,NZ,New Zealand,punjabikitchenmanukau.co.nz
0019000001GsAuJ,Indian Kitchen Online Specials (Mon- Wed Only) - Herne Bay,204 Jervois Rd,Herne Bay,,NZ,New Zealand,indian-kitchen.co.nz
0019000001GsAuK,Delhi Brasserie - Newtown,219 Riddiford Street,Newtown,,NZ,New Zealand,delhibrasserienewtown.co.nz
0019000001GsAuL,Simply Indian Sweets & Restaurant - Lower Hutt,225 High  st,Lower Hutt,,NZ,New Zealand,simplyindian.co.nz
0019000001GsAuM,Khun Pui Thai Food - Northcote,4-10 kilham Ave,Northcote - AUCK,,NZ,New Zealand,khunpuithaifood.co.nz
0019000001GsAwf,The Chandee Indian Restaurant & Takeaways - Paraparaumu,5 Coastlands Parade,Paraparaumu,5032,NZ,New Zealand,thechandee.co.nz
0019000001GsAwg,Zaika Indian Bistro & Bar - Te Aro,160 Willis Street,Te Aro,,NZ,New Zealand,zaika.co.nz
0019000001GsAwh,Thanya Thai Restaurant - MT Eden,2 Dunbar Road,Mt Eden,,NZ,New Zealand,thanyathai.co.nz
0019000001GsAwi,Out of the Blue Restaurant & Bar,139 State Highway,Coopers Beach,420,NZ,New Zealand,outofthebluerestaurant.co.nz
0019000001GsAwj,Shamiana Cuisines of India (Food Court) Downtown Shopping Centre _ Auckland CBD,"Level 1, 11-19 Customs Street (Level 1-Foodcourt - Downtown Shopping Centre)",Auckland CBD,,NZ,New Zealand,shamiana-indian.co.nz
0019000001GsAwk,Riti Roti - Karori,92 Karori Road,Karori,,NZ,New Zealand,ritiroti.co.nz
0019000001GsAwl,Bolliwood Indian Takeaways & Deliveries - Orewa,350 Hibiscus Coast Highway,Orewa,,NZ,New Zealand,bolliwood.co.nz
